,summary,new time,Trip ID,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed
51,Clear,2013-06-13,2,0.0,0.0,68.83,68.83,6.0649999999999995
52,Clear,2013-06-14,2,0.0,0.0,57.905,57.905,3.7699999999999996
53,Clear,2013-06-17,1,0.0,0.0,65.7,65.7,0.3
54,Clear,2013-06-19,3,0.0,0.0,70.43333333333334,70.43333333333334,2.766666666666667
55,Clear,2013-06-24,1,0.0002,0.04,78.66,79.38,2.07
56,Clear,2013-06-28,1,0.0,0.0,80.24,81.3,4.88
57,Clear,2013-07-01,1,0.0,0.0,62.74,62.74,2.03
58,Clear,2013-07-04,1,0.0,0.0,71.98,72.3,1.29
59,Clear,2013-07-05,4,0.0,0.0,67.75,68.0025,0.5675
60,Clear,2013-07-11,5,0.0,0.0,75.126,75.164,3.4
61,Clear,2013-07-12,5,0.0,0.0,64.628,64.628,0.546
62,Clear,2013-07-13,3,0.0,0.0,73.48333333333333,73.50666666666666,1.9133333333333333
63,Clear,2013-07-14,3,0.0,0.0,71.94666666666667,72.64333333333333,1.7533333333333332
64,Clear,2013-07-15,1,0.0,0.0,73.53,74.57,0.43
65,Clear,2013-07-17,3,0.0,0.0,77.38666666666667,78.58,0.7233333333333333
66,Clear,2013-07-20,2,0.0,0.0,75.04,75.735,1.705
67,Clear,2013-07-25,1,0.0,0.0,69.58,69.58,0.36
68,Clear,2013-07-27,1,0.0,0.0,61.91,61.91,1.38
69,Clear,2013-07-29,1,0.0,0.0,62.02,62.02,2.64
70,Clear,2013-08-01,1,0.0,0.0,65.1,65.51,1.66
71,Clear,2013-08-07,1,0.0,0.0,73.54,74.7,2.41
72,Clear,2013-08-08,1,0.0,0.0,67.43,67.8,1.39
73,Clear,2013-08-09,4,0.0,0.0,62.54,62.54,0.1
74,Clear,2013-08-11,1,0.0,0.0,62.71,62.71,0.0
75,Clear,2013-08-16,1,0.0,0.0,59.42,59.42,0.21
76,Clear,2013-08-17,2,0.0,0.0,62.230000000000004,62.230000000000004,0.16
77,Clear,2013-08-18,5,0.0,0.0,64.774,64.878,0.14400000000000002
78,Clear,2013-08-20,2,0.0,0.0,68.285,68.67500000000001,0.54
79,Clear,2013-08-21,3,0.0,0.0,73.64666666666666,74.74333333333333,2.1933333333333334
80,Clear,2013-08-24,1,0.0,0.0,81.05,81.92,2.27
81,Clear,2013-08-30,5,0.0,0.0,70.518,71.24000000000001,0.558
82,Clear,2013-09-03,2,0.0,0.0,63.83,63.83,1.335
83,Clear,2013-09-04,3,0.0,0.0,63.81666666666667,63.81666666666667,1.3366666666666667
84,Clear,2013-09-07,1,0.0,0.0,67.62,68.08,0.84
85,Clear,2013-09-09,2,0.0,0.0,75.565,77.545,3.195
86,Clear,2013-09-10,3,0.0,0.0,82.05333333333333,83.20666666666666,3.3000000000000003
87,Clear,2013-09-11,1,0.0,0.0,78.09,78.68,3.1
88,Clear,2013-09-13,1,0.0,0.0,62.02,62.02,4.84
89,Clear,2013-09-14,1,0.0,0.0,59.95,59.95,2.7
90,Clear,2013-09-21,2,0.0,0.0,57.495000000000005,57.495000000000005,1.765
91,Clear,2013-09-22,4,0.0,0.0,52.2475,52.2475,1.02
92,Clear,2013-09-24,4,0.0,0.0,53.182500000000005,53.182500000000005,2.1375
93,Clear,2013-09-26,4,0.0,0.0,60.635,60.635,0.9725
94,Clear,2013-09-27,2,0.0,0.0,57.81,57.81,0.915
95,Clear,2013-10-01,1,0.0,0.0,62.01,62.01,2.62
96,Clear,2013-10-05,2,0.0,0.0,66.465,67.125,0.755
97,Clear,2013-10-07,1,0.0,0.0,61.57,61.57,4.94
98,Clear,2013-10-08,3,0.0,0.0,62.09666666666667,62.09666666666667,1.4866666666666666
99,Clear,2013-10-09,6,0.0,0.0,53.133333333333326,53.133333333333326,0.7483333333333334
100,Clear,2013-10-10,1,0.0,0.0,49.42,49.42,0.17
101,Clear,2013-10-12,1,0.0,0.0,61.5,61.5,2.31
102,Clear,2013-10-13,2,0.0,0.0,54.305,54.305,2.49
103,Clear,2013-10-18,1,0.0,0.0,42.25,42.25,0.73
104,Clear,2013-10-20,2,0.0,0.0,43.84,43.84,1.655
105,Clear,2013-10-22,1,0.0,0.0,31.54,31.54,1.24
106,Clear,2013-10-23,5,0.0,0.0,35.862,34.648,4.05
107,Clear,2013-10-25,1,0.0,0.0,30.34,30.34,1.45
108,Clear,2013-10-26,1,0.0,0.0,43.54,39.33,7.15
109,Clear,2013-10-27,2,0.0,0.0,50.504999999999995,50.504999999999995,5.245
110,Clear,2013-10-28,2,0.0,0.0,37.965,37.965,0.41500000000000004
111,Clear,2013-10-30,1,0.0,0.0,48.12,48.12,0.29
112,Clear,2013-11-02,1,0.0,0.0,42.32,42.32,1.97
113,Clear,2013-11-07,1,0.0,0.0,32.87,32.87,1.47
114,Clear,2013-11-08,1,0.0,0.0,35.09,35.09,1.23
115,Clear,2013-11-09,3,0.0,0.0,51.68333333333334,50.48333333333333,8.046666666666667
116,Clear,2013-11-10,2,0.0,0.0,40.685,37.455,4.76
117,Clear,2013-11-12,1,0.0,0.0,25.46,18.91,5.49
118,Clear,2013-11-13,1,0.0,0.0,21.49,17.14,3.18
119,Clear,2013-11-14,5,0.0,0.0,35.291999999999994,29.424,7.1259999999999994
120,Clear,2013-11-18,1,0.0,0.0,39.07,33.23,8.44
121,Clear,2013-11-19,6,0.0,0.0,30.853333333333335,30.853333333333335,1.12
122,Clear,2013-11-20,2,0.0,0.0,33.815,32.365,3.085
123,Clear,2013-11-23,3,0.0,0.0,25.513333333333332,21.923333333333332,3.9
124,Clear,2013-11-24,1,0.0,0.0,19.5,13.89,3.82
125,Clear,2013-11-29,1,0.0,0.0,23.0,23.0,1.61
126,Clear,2013-11-30,2,0.0,0.0,40.59,36.394999999999996,6.15
127,Clear,2013-12-27,1,0.004,0.46,38.19,34.96,4.29
128,Clear,2013-12-28,2,0.0,0.0,39.519999999999996,36.015,5.055
129,Clear,2013-12-31,3,0.0,0.0,4.623333333333334,0.1499999999999999,3.14
130,Clear,2014-01-03,3,0.0,0.0,0.57,0.57,0.93
131,Clear,2014-01-04,1,0.0,0.0,23.65,14.15,8.76
132,Clear,2014-01-06,1,0.0,0.0,-11.26,-28.09,8.23
133,Clear,2014-01-07,1,0.0,0.0,-9.56,-22.72,5.62
134,Clear,2014-01-08,1,0.0,0.0,1.55,1.55,0.46
135,Clear,2014-01-14,1,0.0,0.0,27.29,22.67,3.97
136,Clear,2014-01-15,1,0.0,0.0,19.84,14.57,3.62
137,Clear,2014-01-21,2,0.0,0.0,4.029999999999999,-7.705,6.545
138,Clear,2014-01-24,1,0.0,0.0,-4.39,-16.23,5.37
139,Clear,2014-01-25,1,0.0,0.0,17.14,4.94,10.58
140,Clear,2014-01-28,2,0.0,0.0,-6.75,-18.494999999999997,5.04
141,Clear,2014-01-29,2,0.0,0.0,8.195,-0.31999999999999984,4.845
142,Clear,2014-01-30,1,0.0,0.0,20.47,10.42,8.52
143,Clear,2014-02-03,3,0.00013333333333333334,0.016666666666666666,11.659999999999998,11.659999999999998,0.6966666666666667
144,Clear,2014-02-06,2,0.0,0.0,2.3850000000000002,-6.99,4.635
145,Clear,2014-02-07,3,0.0,0.0,2.6733333333333333,-6.796666666666667,4.86
146,Clear,2014-02-09,1,0.0,0.0,13.13,6.55,3.82
147,Clear,2014-02-10,2,0.0,0.0,-0.685,-4.2700000000000005,2.9349999999999996
148,Clear,2014-02-11,3,0.0,0.0,-1.03,-1.03,0.73
149,Clear,2014-02-12,1,0.0,0.0,1.4,1.4,0.26
150,Clear,2014-02-15,1,0.0,0.0,13.34,13.34,0.74
151,Clear,2014-02-18,3,9.999999999999999e-05,0.03,27.72,24.900000000000002,2.8699999999999997
152,Clear,2014-02-22,1,0.0,0.0,24.03,17.1,5.62
153,Clear,2014-02-24,3,0.0,0.0,17.326666666666668,9.133333333333335,5.686666666666667
154,Clear,2014-02-25,1,0.0,0.0,21.1,14.24,5.03
155,Clear,2014-02-26,3,0.0,0.0,3.626666666666667,-5.673333333333333,4.616666666666666
156,Clear,2014-02-27,5,0.0,0.0,7.218000000000001,-3.732,6.409999999999999
157,Clear,2014-02-28,1,0.0,0.0,3.62,3.62,0.08
158,Clear,2014-03-06,2,0.0,0.0,19.185000000000002,14.190000000000001,3.375
159,Clear,2014-03-07,1,0.0,0.0,22.19,22.19,1.56
160,Clear,2014-03-13,7,0.0,0.0,14.744285714285713,14.744285714285713,0.74
161,Clear,2014-03-14,2,0.0012000000000000001,0.15,44.44,40.305,7.72
162,Clear,2014-03-15,3,0.0,0.0,35.25333333333334,31.653333333333332,4.2
163,Clear,2014-03-17,1,0.0,0.0,27.03,23.0,3.48
164,Clear,2014-03-18,1,0.0,0.0,31.16,28.37,3.0
165,Clear,2014-03-21,2,0.0,0.0,44.129999999999995,41.605000000000004,4.6899999999999995
166,Clear,2014-03-24,2,0.0,0.0,26.174999999999997,26.174999999999997,1.535
167,Clear,2014-03-25,2,0.0,0.0,25.17,17.615000000000002,6.5600000000000005
168,Clear,2014-03-26,6,0.0,0.0,24.570000000000004,21.555000000000003,2.8866666666666667
169,Clear,2014-03-30,2,0.0,0.0,38.175,38.175,1.445
170,Clear,2014-04-05,3,0.0,0.0,39.910000000000004,38.050000000000004,3.4133333333333327
171,Clear,2014-04-06,3,0.0,0.0,36.11333333333334,36.11333333333334,1.1566666666666667
172,Clear,2014-04-09,5,0.0,0.0,42.376,42.376,0.67
173,Clear,2014-04-11,6,0.0,0.0,58.45166666666666,58.45166666666666,1.0516666666666667
174,Clear,2014-04-16,2,0.0,0.0,30.895,29.05,2.49
175,Clear,2014-04-17,1,0.0,0.0,52.88,52.88,7.82
176,Clear,2014-04-18,1,0.0,0.0,41.35,39.85,3.04
177,Clear,2014-04-19,4,0.0,0.0,38.7875,35.735,4.23
178,Clear,2014-04-20,2,0.0,0.0,51.045,51.045,2.865
179,Clear,2014-04-22,1,0.0,0.0,50.88,50.88,5.73
180,Clear,2014-04-23,1,0.0,0.0,37.51,34.17,4.29
181,Clear,2014-04-26,2,0.0,0.0,47.285,44.275000000000006,6.355
182,Clear,2014-04-27,1,0.0,0.0,41.85,38.16,5.68
183,Clear,2014-05-03,2,0.0,0.0,48.515,46.435,5.085
184,Clear,2014-05-10,1,0.0,0.0,49.89,49.89,0.7
185,Clear,2014-05-18,2,0.0,0.0,61.695,61.695,7.73
186,Clear,2014-05-20,1,0.0,0.0,79.1,79.44,4.89
187,Clear,2014-05-22,2,0.0,0.0,59.625,59.625,2.1550000000000002
188,Clear,2014-05-23,2,0.0,0.0,56.46,56.46,1.305
189,Clear,2014-05-24,3,0.0,0.0,61.97,61.97,1.26
190,Clear,2014-05-25,2,0.0,0.0,60.39,60.39,0.155
191,Clear,2014-05-30,4,0.0,0.0,68.2425,68.2425,1.44
192,Clear,2014-05-31,2,0.0,0.0,72.915,72.915,1.4849999999999999
193,Clear,2014-06-03,6,0.0,0.0,71.32333333333334,71.33333333333333,4.786666666666667
194,Clear,2014-06-05,2,0.0,0.0,68.20500000000001,68.20500000000001,2.7199999999999998
195,Clear,2014-06-06,4,0.0,0.0,68.25,68.25,0.1925
196,Clear,2014-06-07,3,0.0,0.0,61.166666666666664,61.166666666666664,0.11
197,Clear,2014-06-09,1,0.0,0.0,62.86,62.86,1.69
198,Clear,2014-06-13,6,0.0,0.0,63.546666666666674,63.546666666666674,3.671666666666667
199,Clear,2014-06-14,1,0.0,0.0,54.48,54.48,0.37
200,Clear,2014-06-15,1,0.0,0.0,62.9,62.9,3.36
201,Clear,2014-06-16,4,0.0,0.0,74.2875,74.74,1.6975
202,Clear,2014-07-03,2,0.0,0.0,60.08,60.08,1.4949999999999999
203,Clear,2014-07-04,1,0.0,0.0,58.58,58.58,1.21
204,Clear,2014-07-09,1,0.0,0.0,67.41,67.41,0.77
205,Clear,2014-07-10,3,0.0,0.0,62.44,62.46666666666667,0.31666666666666665
206,Clear,2014-07-11,1,0.0,0.0,61.67,61.67,0.58
207,Clear,2014-07-13,1,0.0,0.0,79.98,81.98,3.05
208,Clear,2014-07-15,1,0.0,0.0,56.15,56.15,3.88
209,Clear,2014-07-17,1,0.0,0.0,55.31,55.31,0.41
210,Clear,2014-07-19,3,0.0,0.0,63.163333333333334,63.163333333333334,0.013333333333333334
211,Clear,2014-07-21,2,0.0,0.0,66.435,66.58,0.405
212,Clear,2014-07-22,1,0.0,0.0,78.46,79.17,5.34
213,Clear,2014-07-23,1,0.0,0.0,70.22,70.22,8.21
214,Clear,2014-07-24,4,0.0,0.0,59.4825,59.4825,1.9025
215,Clear,2014-07-25,1,0.0,0.0,57.88,57.88,0.65
216,Clear,2014-07-28,1,0.0,0.0,65.71,65.71,6.79
217,Clear,2014-07-29,2,0.0,0.0,59.135,59.135,0.645
218,Clear,2014-07-30,1,0.0,0.0,67.35,67.35,1.67
219,Clear,2014-07-31,4,0.0,0.0,73.88499999999999,73.9675,3.4800000000000004
220,Clear,2014-08-01,2,0.0,0.0,66.2,66.32,0.425
221,Clear,2014-08-02,1,0.0,0.0,62.29,62.29,0.34
222,Clear,2014-08-03,3,0.0,0.0,65.21666666666665,65.21666666666665,0.09666666666666666
223,Clear,2014-08-04,1,0.0,0.0,69.11,69.57,0.6
224,Clear,2014-08-07,3,0.0,0.0,65.36999999999999,65.52333333333334,0.84
225,Clear,2014-08-08,1,0.0,0.0,66.87,67.11,0.61
226,Clear,2014-08-09,2,0.0,0.0,68.39500000000001,68.39500000000001,1.94
227,Clear,2014-08-13,1,0.0,0.0,57.38,57.38,0.75
228,Clear,2014-08-14,2,0.0,0.0,65.18,65.18,3.4699999999999998
229,Clear,2014-08-15,3,0.0,0.0,59.00666666666666,59.00666666666666,1.09
230,Clear,2014-08-20,5,0.0,0.0,69.92999999999999,70.45,0.958
231,Clear,2014-09-01,1,0.0,0.0,74.1,75.3,4.22
232,Clear,2014-09-03,3,0.0,0.0,69.55333333333334,69.69999999999999,0.6166666666666667
233,Clear,2014-09-07,5,0.0,0.0,64.604,64.604,0.47400000000000003
234,Clear,2014-09-14,1,0.0,0.0,45.87,45.87,0.26
235,Clear,2014-09-15,2,0.0,0.0,51.93,51.93,0.45
236,Clear,2014-09-16,3,0.0,0.0,52.129999999999995,52.129999999999995,2.32
237,Clear,2014-09-18,2,0.0,0.0,50.615,50.615,0.055
238,Clear,2014-09-19,3,0.0,0.0,62.089999999999996,62.089999999999996,3.8333333333333335
239,Clear,2014-09-23,4,0.0,0.0,50.57,50.57,0.6375
240,Clear,2014-09-24,1,0.0,0.0,54.63,54.63,0.15
241,Clear,2014-09-25,1,0.0,0.0,57.51,57.51,0.13
242,Clear,2014-09-26,3,0.0,0.0,58.89000000000001,58.89000000000001,0.25999999999999995
243,Clear,2014-09-28,1,0.0,0.0,67.68,67.85,0.18
244,Clear,2014-09-29,4,0.0,0.0,62.3825,62.3825,0.7224999999999999
245,Clear,2014-10-01,1,0.0,0.0,52.38,52.38,2.26
246,Clear,2014-10-08,3,0.0,0.0,52.96333333333333,52.96333333333333,3.486666666666667
247,Clear,2014-10-09,3,0.0,0.0,57.07333333333333,57.07333333333333,2.4
248,Clear,2014-10-11,3,0.0,0.0,40.843333333333334,40.843333333333334,0.17
249,Clear,2014-10-12,2,0.0,0.0,45.05500000000001,45.05500000000001,2.0
250,Clear,2014-10-17,1,0.0,0.0,52.92,52.92,3.21
251,Clear,2014-10-19,1,0.0,0.0,36.56,36.56,0.08
252,Clear,2014-10-20,1,0.0,0.0,48.37,48.37,2.22
253,Clear,2014-10-22,3,0.0,0.0,47.13333333333333,47.13333333333333,1.2533333333333332
254,Clear,2014-10-26,5,0.0,0.0,48.757999999999996,48.757999999999996,1.0939999999999999
255,Clear,2014-10-28,2,0.0,0.0,57.16,57.16,7.795
256,Clear,2014-10-30,1,0.0,0.0,35.27,35.27,0.32
257,Clear,2014-11-02,1,0.0,0.0,30.21,30.21,0.17
258,Clear,2014-11-03,1,0.0,0.0,44.37,41.24,5.55
259,Clear,2014-11-05,1,0.0,0.0,39.65,39.65,1.37
260,Clear,2014-11-20,4,0.0,0.0,22.427500000000002,13.827499999999999,7.275
261,Clear,2014-11-21,2,0.0,0.0,14.33,14.33,0.915
262,Clear,2014-11-29,3,0.0,0.0,34.04666666666666,29.85666666666667,4.6
263,Clear,2014-12-02,1,0.0,0.0,22.9,22.9,1.19
264,Clear,2014-12-03,1,0.0,0.0,27.05,21.68,4.59
265,Clear,2014-12-07,2,0.0,0.0,33.535,33.535,2.6550000000000002
266,Clear,2014-12-26,1,0.0,0.0,37.73,34.36,4.36
267,Clear,2014-12-29,1,0.0,0.0,27.39,27.39,1.72
268,Clear,2014-12-30,2,0.0,0.0,15.739999999999998,9.795,3.665
269,Clear,2014-12-31,3,0.0,0.0,7.313333333333333,-1.58,4.760000000000001
270,Clear,2015-01-05,2,0.0,0.0,-1.475,-12.25,5.0
271,Clear,2015-01-06,3,0.0,0.0,5.536666666666666,-1.9000000000000001,3.67
272,Clear,2015-01-07,1,0.0,0.0,2.16,-11.79,8.31
273,Clear,2015-01-09,1,0.0,0.0,4.76,-6.98,6.68
274,Clear,2015-01-10,4,0.0,0.0,2.2600000000000002,-5.5475,3.6774999999999998
275,Clear,2015-01-19,1,0.0,0.0,24.95,24.95,0.23
276,Clear,2015-01-28,1,0.0,0.0,22.44,22.44,1.75
277,Clear,2015-02-02,1,0.0,0.0,9.98,0.18,5.85
278,Clear,2015-02-05,2,0.0,0.0,6.4399999999999995,6.4399999999999995,2.42
279,Clear,2015-02-07,1,0.0,0.0,31.63,28.44,3.34
280,Clear,2015-02-13,3,0.0,0.0,8.406666666666668,8.406666666666668,1.4100000000000001
281,Clear,2015-02-15,1,0.0,0.0,1.9,-10.38,6.64
282,Clear,2015-02-19,7,0.0,0.0,-2.6942857142857144,-14.9,5.894285714285714
283,Clear,2015-02-20,1,0.0,0.0,-1.16,-1.16,1.14
284,Clear,2015-02-23,2,0.0,0.0,-0.7200000000000001,-8.615,3.4299999999999997
285,Clear,2015-02-27,3,0.0,0.0,10.973333333333334,8.876666666666667,3.143333333333333
286,Clear,2015-02-28,8,0.0,0.0,10.02375,7.31625,1.89
287,Clear,2015-03-02,2,0.0,0.0,17.0,14.52,2.995
288,Clear,2015-03-05,2,0.0,0.0,13.165000000000001,9.4,3.7299999999999995
289,Clear,2015-03-08,1,0.0,0.0,33.64,33.64,2.82
290,Clear,2015-03-09,2,0.0,0.0,42.19,42.19,1.495
291,Clear,2015-03-11,1,0.0,0.0,36.74,36.74,0.24
292,Clear,2015-03-12,1,0.0,0.0,31.87,31.87,0.3
293,Clear,2015-03-15,2,0.0,0.0,35.825,35.825,0.21000000000000002
294,Clear,2015-03-21,2,0.0,0.0,40.15,38.989999999999995,3.335
295,Clear,2015-03-27,1,0.0,0.0,24.1,16.62,6.24
296,Clear,2015-03-28,2,0.0,0.0,29.990000000000002,26.185000000000002,3.66
297,Clear,2015-03-29,2,0.0,0.0,27.165,25.185000000000002,3.185
298,Clear,2015-03-30,3,0.0,0.0,37.09,34.68333333333333,3.3266666666666667
299,Clear,2015-04-01,1,0.0,0.0,65.02,65.02,3.22
300,Clear,2015-04-06,1,0.0,0.0,41.06,41.06,0.57
301,Clear,2015-04-11,3,0.0,0.0,40.45666666666667,39.9,2.106666666666667
302,Clear,2015-04-12,1,0.0,0.0,48.31,48.31,2.21
303,Clear,2015-04-17,2,0.0,0.0,49.33,49.33,1.005
304,Clear,2015-04-22,1,0.0,0.0,37.53,34.47,4.0
305,Clear,2015-04-23,1,0.0,0.0,49.72,47.64,5.43
306,Clear,2015-04-26,2,0.0,0.0,46.08,45.144999999999996,4.39
307,Clear,2015-04-27,4,0.0,0.0,42.315,39.3475,4.8025
308,Clear,2015-04-28,3,0.0,0.0,44.52666666666667,44.52666666666667,1.03
309,Clear,2015-04-29,3,0.0,0.0,50.22666666666667,50.22666666666667,2.0366666666666666
310,Clear,2015-05-01,2,0.0,0.0,50.239999999999995,50.239999999999995,2.44
311,Clear,2015-05-02,3,0.0,0.0,67.58666666666666,67.58666666666666,3.61
312,Clear,2015-05-07,1,0.0,0.0,57.22,57.22,0.64
313,Clear,2015-05-13,1,0.0,0.0,44.26,41.37,5.15
314,Clear,2015-05-23,3,0.0,0.0,65.05333333333333,65.05333333333333,2.2966666666666664
315,Clear,2015-05-26,2,0.0,0.0,69.5,70.04,3.7649999999999997
316,Clear,2015-05-28,3,0.0,0.0,58.63666666666666,58.63666666666666,0.24666666666666667
317,Clear,2015-06-02,4,0.0,0.0,59.455,59.455,0.35
318,Clear,2015-06-03,2,0.0,0.0,67.58,67.58,2.21
319,Clear,2015-06-04,1,0.0,0.0,61.7,61.7,1.43
320,Clear,2015-06-05,1,0.0,0.0,69.28,69.45,1.65
321,Clear,2015-06-06,1,0.0,0.0,65.24,65.24,2.83
322,Clear,2015-06-10,2,0.0,0.0,77.19,77.67500000000001,4.375
323,Clear,2015-06-19,1,0.0,0.0,64.07,64.07,3.36
324,Clear,2015-06-22,1,0.0,0.0,72.81,73.73,0.76
325,Clear,2015-06-23,1,0.0,0.0,72.83,72.83,3.81
326,Clear,2015-06-24,2,0.0,0.0,62.355000000000004,62.355000000000004,0.5
327,Clear,2015-06-28,2,0.0,0.0,58.5,58.5,0.26
328,Clear,2015-07-04,2,0.0,0.0,61.33,61.33,0.28500000000000003
329,Clear,2015-07-11,1,0.0,0.0,63.98,64.06,0.18
330,Clear,2015-07-20,1,0.0,0.0,65.7,65.95,0.19
331,Clear,2015-07-21,4,0.0,0.0,70.6325,70.6325,3.7950000000000004
332,Clear,2015-07-24,4,0.0,0.0,71.315,71.8125,0.605
333,Clear,2015-07-27,1,0.0,0.0,85.68,87.06,4.45
334,Clear,2015-07-28,1,0.0,0.0,68.17,68.8,0.14
335,Clear,2015-07-30,2,0.0,0.0,76.805,76.805,4.13
336,Clear,2015-07-31,1,0.0,0.0,72.7,72.7,1.94
337,Clear,2015-08-01,1,0.0,0.0,66.4,66.4,0.98
338,Clear,2015-08-02,4,0.0,0.0,77.25750000000001,78.4625,3.795
339,Clear,2015-08-04,1,0.0,0.0,67.7,67.7,0.86
340,Clear,2015-08-05,2,0.0,0.0,63.67,63.675,0.1
341,Clear,2015-08-07,2,0.0,0.0,77.125,77.13,2.955
342,Clear,2015-08-12,1,0.0,0.0,68.33,68.54,2.17
343,Clear,2015-08-13,1,0.0,0.0,65.55,65.7,0.94
344,Clear,2015-08-16,1,0.0,0.0,73.29,74.46,0.67
345,Clear,2015-08-17,1,0.0,0.0,82.98,87.3,2.9
346,Clear,2015-08-21,2,0.0,0.0,69.16,69.16,1.8
347,Clear,2015-08-22,7,0.0,0.0,68.28285714285714,68.28285714285714,1.5971428571428572
348,Clear,2015-08-24,5,0.0,0.0,63.736000000000004,63.736000000000004,3.8659999999999997
349,Clear,2015-08-28,1,0.0,0.0,61.5,61.5,0.59
350,Clear,2015-09-01,1,0.0,0.0,74.43,75.78,1.5
351,Clear,2015-09-02,3,0.0,0.0,77.06666666666666,79.07,1.7333333333333334
352,Clear,2015-09-03,1,0.0,0.0,73.39,74.29,1.1
353,Clear,2015-09-05,1,0.0,0.0,70.48,71.42,0.3
354,Clear,2015-09-06,2,0.0,0.0,85.25999999999999,89.565,3.0300000000000002
355,Clear,2015-09-12,1,0.0,0.0,53.79,53.79,2.99
356,Clear,2015-09-13,1,0.0,0.0,50.1,50.1,0.8
357,Clear,2015-09-14,1,0.0,0.0,55.69,55.69,1.17
358,Clear,2015-09-16,1,0.0,0.0,75.94,75.94,4.57
359,Clear,2015-09-17,2,0.0,0.0,65.035,65.035,2.565
360,Clear,2015-09-20,1,0.0,0.0,51.76,51.76,0.06
