,Trip ID,time,summary,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed,icon,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Pickup Centroid Latitude,Pickup Centroid Longitude,day,temp range
1276,b1ec21e602109153860756f64189e97cd26c2492,02:30:00,Clear,0.0,0.0,66.75,66.75,0.98,clear,ba425fcbccec45272990eb263a054de4c5bf8b2633c81252e1f180968e54f072b50592c1468e08e0cfdb68d6edf5825f88f3a3698643cb399f703d653b588c15,2015-08-22T02:30:00,08/22/2015 02:30:00 AM,300.0,1.1,6.0,5.85,0.0,0.0,1.0,6.85,Cash,41.936310131,-87.651562592,2015-08-22,66.75
1277,b0249ebe7f37fcbe635723d1b115a225931986d8,08:30:00,Clear,0.0,0.0,4.76,-6.98,6.68,clear,e3dfdc6273b53e7bea4294c159fb810c907ffcd2aba9ba580914be6aca534a38517bce181b7b6ce5e54641bb6cef28316c6a9ea94add0893bcbadf74b373ba73,2015-01-09T08:30:00,01/09/2015 08:30:00 AM,540.0,1.9,32.0,7.65,2.0,0.0,0.0,9.65,Credit Card,41.880994471,-87.632746489,2015-01-09,4.76
1278,bb5c12c64be4f68666adf6a660b284332d4f511e,07:00:00,Clear,0.0,0.0,66.4,66.4,0.98,clear,88b88dd0288325569dff449d9690b8dc357785d0a04eeb47a763f0d60bc1e6de3f855147997ea616c6b9b08dce91b62a8cea2c926ad501189ebdce00887b51d4,2015-08-01T07:00:00,08/01/2015 07:00:00 PM,300.0,0.6,32.0,5.05,0.0,0.0,0.0,5.05,Cash,41.884987192,-87.620992913,2015-08-01,66.4
1279,b631eb26ad12a1220c2fc20e2c127a50d972868b,06:15:00,Clear,0.0,0.0,62.87,62.87,0.64,clear,50e6045759886233d0e834d9877f52debc185d92adbdaea09c474fdb6bb74418582eb835060c0808bf7e6f030ce38ab8a76e36e7b219e6893eec6bf6768fd3dd,2016-06-18T06:15:00,06/18/2016 06:30:00 PM,600.0,0.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,41.89503345,-87.61971067200001,2016-06-18,62.87
1280,c3b6808d542b858e5ae44ce5cd2c41bb6d6d541c,03:00:00,Overcast,0.0003,0.05,67.59,67.97,1.02,cloudy,f29ed34900f8b339ab279eda0189ecae3312801dab967e2c71b537bcc8c744c8a8691d428541cc969b2eceae6fc36a8c6bfde2f469eba49c78ac96fa96665d9d,2013-07-31T03:00:00,07/31/2013 03:15:00 PM,300.0,0.8,8.0,5.45,0.0,0.0,0.0,5.45,Cash,41.892507781,-87.626214906,2013-07-31,67.59
1281,b2a43c0eb7a738850c6fd7e6542e82506d7b5710,10:45:00,Clear,0.0,0.0,75.94,75.94,4.57,clear,1ea5004ae3f44bd45e15417e3f740814c9d18093801d65dfbb6acf7e7d67ef2d1a68a572d1f7459788ba66b2a0395c3738b5f3055f69f9bde7d26ac771a28f06,2015-09-16T10:45:00,09/16/2015 11:15:00 PM,1020.0,0.4,6.0,18.25,0.0,0.0,1.0,19.25,Cash,41.944226601,-87.655998182,2015-09-16,75.94
1282,c10be70e63620b01fa3d04eda5e9f9d68b3108c2,12:30:00,Overcast,0.0,0.0,22.91,18.39,3.41,cloudy,be197d7e6ffeaf0a5c8195f07d5c8fa8e09e19831a07b268f4cc5bd94e54ecbe006a670934f78476a1b5746380a0acf20136abd1b1939278bf2cb4f834298b26,2016-12-17T12:30:00,12/17/2016 12:45:00 AM,540.0,2.6,24.0,10.0,0.0,0.0,0.0,10.0,Cash,41.901206994,-87.676355989,2016-12-17,22.91
1283,b738e5d7d7bf51405bce2c62c4a93488dbb1fe4c,09:00:00,Mostly Cloudy,0.0,0.0,54.79,54.79,3.74,partly cloudy,54ce757aedc974546d4f3995234649761a13cb172989dce248977949b1d3de47d68de8586eb692cc47ffbae73fb6633e68d7de4646faf61451a4fc1860f903f2,2015-10-22T09:00:00,10/22/2015 09:00:00 AM,720.0,0.0,8.0,7.85,0.0,0.0,0.0,7.85,Cash,41.89321636,-87.63784421,2015-10-22,54.79
1284,c48394021f62328ad565168e35b0432527a0f79c,08:00:00,Overcast,0.0,0.0,34.98,31.0,4.52,cloudy,12892fdf027712c46f330164331346d04cd435d0ff7020acf340c5ce0114e4182932a281a3b4b50409c6b70374d81052ab53fe891fcc8e85d78feb5163ed4d22,2014-12-06T08:00:00,12/06/2014 08:15:00 PM,1200.0,3.7,7.0,13.05,0.0,0.0,1.0,14.05,Cash,41.928763006,-87.665676837,2014-12-06,34.98
1285,c27c0b3b0ef9c4afc13879086cd2c7fcf4c65525,03:45:00,Partly Cloudy,0.0,0.0,31.17,25.82,5.32,partly cloudy,6402a2d3cf9b333d2eaf62feec83db2da74b0c1f62b730ed3d9b5df482da2b81537f1ee7c9ea1c2894d0ee8b987ec8cb20b21bc315ee177231e861cb04c38866,2017-02-05T03:45:00,02/05/2017 04:00:00 PM,420.0,0.0,32.0,7.25,1.0,0.0,0.0,8.25,Credit Card,41.884987192,-87.620992913,2017-02-05,31.17
1286,bb49bd02024d71dafd2b54573d1b9915b2511f4c,11:30:00,Partly Cloudy,0.0,0.0,83.09,84.69,1.99,partly cloudy,43e1299d2ca66301b415f1559d1e6be15450c4ddbeda397a8985e782c55262dfcce649c6505cdcb29eb7d0a1b3959dc356b2f009ecd99f6b65aaff6a57e33d91,2013-07-21T11:30:00,07/21/2013 11:45:00 AM,1020.0,3.8,24.0,12.05,0.0,0.0,1.0,13.05,Cash,41.901206994,-87.676355989,2013-07-21,83.09
1287,ba731cb54ae21bc041b80ebee7a1b0514d65abc9,01:30:00,Clear,0.0,0.0,45.09,45.09,0.06,clear,ff214d6d48867d32b43c8caf27613acc83d3a03a290c37659d151ae353defa9fae8670e2efc03e4d81ada96ed6fdb0d3e8fbbca81595112a8e47ef8de2eb4a1c,2016-05-19T01:30:00,05/19/2016 01:45:00 PM,480.0,0.9,8.0,6.75,0.0,0.0,1.5,8.25,Cash,41.892507781,-87.626214906,2016-05-19,45.09
1288,b53e71b8ac2c819e6f6a5b94e749983b6506ac7a,06:45:00,Clear,0.0,0.0,49.09,49.09,0.52,clear,f120ff7e26d41308e54073c7bcc7f9288c4582c36f4852decf81654bd93ebcc978eb710df2efcd71704512b582aa73dabda32d2c6db619752248e852c13ec38d,2014-09-23T06:45:00,09/23/2014 07:00:00 PM,1080.0,1.8,28.0,10.05,0.0,0.0,0.0,10.05,Cash,41.885300021999996,-87.642808466,2014-09-23,49.09
1289,bec52e4c274943489b7069fc5cd42caf039fcfa6,12:15:00,Mostly Cloudy,0.0,0.0,79.41,82.57,5.16,partly cloudy,f3161de24ef5c0a540569aea33d24ab0cab8d0f562bff777607ca8bcff9822a9b66ec17c08e9874774abe1f8912270a7e0765f54cf5970d076af38d0ff9a019e,2015-06-18T12:15:00,06/18/2015 12:30:00 PM,840.0,2.5,8.0,10.65,0.0,0.0,0.0,10.65,Cash,41.900221297,-87.629105186,2015-06-18,79.41
1290,c025d3738d48d6d60ebf1f628f2ba63e269eb14f,06:45:00,Clear,0.0,0.0,63.98,63.98,0.06,clear,27ac571a7da50a8a926db5a27583ef282a290e500ad21cf61bc81841bd34a1198659d1e98e09cb8c425f9d0f6a0a38ae7978a9d8b2407b0d756e73ce37b24ceb,2013-08-09T06:45:00,08/09/2013 07:30:00 PM,2520.0,0.0,56.0,33.65,7.1,0.0,2.0,42.75,Credit Card,41.785998518,-87.750934289,2013-08-09,63.98
1291,c2bb3ab60e603de042f924adbae22b2d88e35524,12:00:00,Partly Cloudy,0.0,0.0,65.13,65.13,2.11,partly cloudy,4000efc92e3eb07271a33ec1681f0d46ec447199764d62ecdeea5af4d89077a792e21b40f513ab83a23e4c74bfd8dd57492b5e21c03b6add6471d4541a430cdb,2016-05-20T12:00:00,05/20/2016 12:45:00 PM,2280.0,17.6,32.0,44.5,9.2,0.0,1.5,55.2,Credit Card,41.880994471,-87.632746489,2016-05-20,65.13
1292,b9e717c427d19194378a19c091f12b6d5860506c,09:00:00,Partly Cloudy,0.0,0.0,76.85,77.56,3.95,partly cloudy,9b48ad5744e86450fb4db78e7095a6827bafc43a6a9d9a8f656aac46cc0e429d129471cdad31f8a5a97b3a45c8af5fcbc80d003c1c4839075733900786e1a5a9,2015-05-29T09:00:00,05/29/2015 09:00:00 PM,120.0,0.6,28.0,4.45,0.0,0.0,1.5,5.95,Cash,41.874005383000004,-87.66351755,2015-05-29,76.85
1293,b01338c3704d4db7f4716da8abe5aa9bf71e6603,12:15:00,Clear,0.0,0.0,72.36,72.36,3.12,clear,e8726856e228beb77e6dec4092366dd7a033327bf354c78dcd15547e9d9f33ee360cdb41aa65bcc402bf66aa99d9f750c89d9301cd98f0714bd72b46211a9ba4,2013-06-19T12:15:00,06/19/2013 12:30:00 PM,1440.0,11.0,32.0,24.05,5.4,0.0,3.0,32.45,Credit Card,41.880994471,-87.632746489,2013-06-19,72.36
1294,c22ee50c17e8e0c31c923d18a92fc65f45b9260a,06:30:00,Clear,0.0,0.0,61.67,61.67,0.58,clear,9c342c3e26241156bda22e93a566202f8fd3d741fe256a96974b7d5ab1cb1be1bb49db5105c62319f4de20b475797e3ddd7f3997ecfde54b619ea427d1cbd605,2014-07-11T06:30:00,07/11/2014 06:30:00 PM,240.0,0.6,8.0,4.85,0.0,0.0,0.0,4.85,Cash,41.89321636,-87.63784421,2014-07-11,61.67
1295,b05810d4cc314938b54136be7f3f43c98f4718db,03:30:00,Drizzle,0.0105,0.3,70.57,71.7,2.9,rain,c8f2d4f28ea2a7d7fc9d8e55e2888dd72976ca3d3e3bef241e1455860f66824d51c2195030ffdc5c8937f633bfa17b73c3c46c1ec37065b39f9403043e9b3ecf,2014-07-13T03:30:00,07/13/2014 04:00:00 PM,1980.0,18.5,32.0,37.65,0.0,0.0,3.0,40.65,Cash,41.884987192,-87.620992913,2014-07-13,70.57
1296,b7b77076618b5098b712e8fc11416080c5f6e312,02:45:00,Clear,0.0,0.0,11.67,11.67,1.69,clear,5ba3a19b228cd79e8064974b6f0169a7df8b11795f5336dfc0cdc122326339527e1702c248b4ff53ced19171119e699d1b0299d3e546ba5af09564ada1fc2769,2013-02-17T02:45:00,02/17/2013 03:00:00 AM,480.0,1.7,7.0,7.25,0.0,0.0,0.0,7.25,Cash,41.921854911,-87.64621097700001,2013-02-17,11.67
1297,b512909695f17fc82467042e46af2ccbf06c862c,05:45:00,Mostly Cloudy,0.0,0.0,25.48,25.48,1.66,partly cloudy,558f4c6845ccbc167e46b1a8a516e0e122fd2f30e37cdd69ebf4fcec844b5ead26a5849a4d019890f055dc7b1ff72fc95b27e773db75ff8eb7c7f0828a5d77ee,2014-11-16T05:45:00,11/16/2014 05:45:00 AM,540.0,1.6,24.0,7.25,0.0,0.0,0.0,7.25,Cash,41.901206994,-87.676355989,2014-11-16,25.48
1298,b739f0ce07f5cab284640715f70dcb67b2fbcb2e,12:15:00,Clear,0.0,0.0,53.89,53.89,7.38,clear,7bf10512183519963cbe634c80391051babf5eb01f714a97f6f2db1dd690201c1ec73496350ade424662d095435cbdbe39054740ca2529a7ba7ba1e0df195ef3,2013-03-31T12:15:00,03/31/2013 12:30:00 AM,480.0,2.6,24.0,8.44,0.0,0.0,1.0,9.44,Cash,41.901206994,-87.676355989,2013-03-31,53.89
1299,b734af948cea412f85e2e1769ed89af120caed3b,07:45:00,Partly Cloudy,0.0,0.0,33.84,29.33,4.89,partly cloudy,dff52b318380d1870e4fa113fbdf19ba3c85e23a9b2d26331c2ccf57070ffde66b8a42fd51a0752c25f22d548bb76c25261b2750c99dc7452dcf3e3e2657701f,2013-11-20T07:45:00,11/20/2013 07:45:00 PM,0.0,0.0,32.0,5.65,0.0,0.0,0.0,5.65,Credit Card,41.884987192,-87.620992913,2013-11-20,33.84
1300,b90f6bf3ea469e38dd886b7ad8e569748b446621,07:45:00,Clear,0.0,0.0,59.31,59.31,3.28,clear,fe33d0d63aa20b97b9d4440ad1b6637ea21a0df546aa0d6b52d3aa662a3b246011d8c4be3c10f77f816f98e421b9fc96afaaf16b6584ca959df99259b15b57b3,2013-06-14T07:45:00,06/14/2013 08:00:00 PM,1200.0,2.0,28.0,10.65,0.0,0.0,2.5,13.15,Cash,41.885300021999996,-87.642808466,2013-06-14,59.31
1301,c08a54fb3ed2f115542b44a5333bb695005d9156,08:45:00,Overcast,0.0,0.0,8.98,-0.44,5.37,cloudy,8c91a71ec9d69d423b9e9d76356664ea513c485bc773a4091780c082404a76cb0d3fd1afb81c594daaece3c67d896150e21c9d1467c1703e53b2617d7856dfae,2014-03-02T08:45:00,03/02/2014 08:45:00 PM,600.0,0.0,6.0,11.45,0.0,0.0,0.0,11.45,Cash,41.944226601,-87.655998182,2014-03-02,8.98
1302,bad7917324e762fd46c0d774953c8b94b39eadb8,03:45:00,Humid,0.0,0.0,79.36,82.93,1.15,clear,a9ee5e97ba7efef90f445edbd32726cbbc44fd4fd47bc5ef858403ed8dfd7a5b6193145ff5a4ee0d0142a6810518e0498d822062f3aa3052c20b09e0952e3d6d,2013-07-18T03:45:00,07/18/2013 04:00:00 PM,960.0,0.0,41.0,15.65,0.0,0.0,1.5,17.15,Cash,41.794090253,-87.592310855,2013-07-18,79.36
1303,bb5bb36abdad1e2c0b83f7fd802213ec933b8c54,10:30:00,Clear,0.0,0.0,2.16,-11.79,8.31,clear,588bb3bdf78227acbf4850d0b36ddab059a5591f804567577bce7147df1c763240a804eae32b118281ffbe31be814948e433ecfee179bee751fd11f102d6365e,2015-01-07T10:30:00,01/07/2015 10:30:00 PM,120.0,0.0,8.0,3.85,0.0,0.0,0.0,3.85,Cash,41.892507781,-87.626214906,2015-01-07,2.16
1304,c0db090a63a3977b995bbbc020d913ab697c7ed8,12:00:00,Mostly Cloudy,0.0,0.0,12.87,12.87,2.07,partly cloudy,50c3651068a8aa005bccef745479a91ae148834f6678b3b10acada5aaa0a0d5c747599d8c15041efd143809d0dc8ef80d3566dd6d8364fcabde6fd7a4070c120,2015-02-15T12:00:00,02/15/2015 12:15:00 AM,1080.0,9.1,8.0,20.25,0.0,0.0,0.0,20.25,Credit Card,41.899602111,-87.633308037,2015-02-15,12.87
1305,ba2e72dec9e80fb24bfc5b5d28a18cb0245f56d1,11:45:00,Overcast,0.0,0.0,71.34,72.22,4.47,cloudy,47938f81d855fd445e964d9986b6d1681afbaaa9db45697e864e1e373315085071674b1487bf605d3c1ad8825b5248b86d216385aec4229f047cb97702e53fa8,2016-09-23T11:45:00,09/23/2016 11:45:00 AM,420.0,1.3,32.0,7.0,0.0,0.0,0.0,7.0,Cash,41.884987192,-87.620992913,2016-09-23,71.34
1306,b07926671af257916ce312c759a7eb2c98e5b0e6,02:45:00,Overcast,0.0,0.0,18.26,18.26,0.56,cloudy,dc5e22b006b5657d957e2581d452ba4722782780acb52cd3ed2112b032d7a391b78b7c0bb24acb5d2ce3f3863410fc2b1daf8aea9755a7525535747230d8cce2,2013-12-13T02:45:00,12/13/2013 02:45:00 PM,660.0,1.2,8.0,7.45,0.0,0.0,0.0,7.45,Cash,41.89503345,-87.61971067200001,2013-12-13,18.26
1307,b06d00846ee7eebd972938d8f5f1aca5271d725e,07:00:00,Clear,0.0,0.0,-1.27,-9.8,3.7,clear,3a63379f851d3492a6ed67c5c0ac3a4ac75757acd3d3ccd8b3932ae04c172c679083591b85a2b4f0bfa01d90f569ef6da43724963f919b4c69a9e8cc16e02b88,2014-02-07T07:00:00,02/07/2014 07:15:00 PM,1020.0,2.1,8.0,10.25,0.0,0.0,1.0,11.25,Cash,41.89321636,-87.63784421,2014-02-07,-1.27
1308,c46f0007f1f0a6d80506ccad61f8c144d45925f4,01:30:00,Partly Cloudy,0.0,0.0,54.18,54.18,0.86,partly cloudy,5c4c20e8a22eab2d31b63bab6bdbd6e2302477c1576a82b0d5d82f30a4344005abb6c264532e272d797d9d1f6c6918458d9d594d3f5467a0519c2e67caff56b6,2016-06-08T01:30:00,06/08/2016 01:45:00 PM,540.0,1.1,32.0,7.0,0.0,0.0,0.0,7.0,Cash,41.884987192,-87.620992913,2016-06-08,54.18
1309,bd8ca42bdeefe7d17d3656126632e967c0248135,12:45:00,Partly Cloudy,0.0,0.0,76.92,76.92,4.52,partly cloudy,abddd6a1398d82f7241ef48f60e1ab6171a7c9f88bc8f11781fccad189a7f7420d388075713ad0438febe574301d09b80303d0bbd96c1ee028dae4d7f8adc01a,2013-08-03T12:45:00,08/03/2013 12:45:00 AM,660.0,0.0,8.0,12.05,0.0,0.0,1.0,13.05,Cash,41.892042136,-87.63186395,2013-08-03,76.92
1310,bae58ff7bde4703fca8ff2556b052b80f504c964,11:30:00,Partly Cloudy,0.0,0.0,69.58,69.58,3.99,partly cloudy,155ffe17bc32e7c3bfdfdba2750e82c6a23dab24f77d6c0dcfe10e28763a449c6607b34d6951a6f0d77528de770fefedc7fc939549c39d9a5f26c7c5e73f243a,2014-07-24T11:30:00,07/24/2014 11:30:00 AM,300.0,1.7,32.0,6.45,3.0,0.0,0.0,9.45,Credit Card,41.878865584,-87.625192142,2014-07-24,69.58
1311,b7fbbed8d4acd53f597dcae9a7424da64522cc10,08:00:00,Clear,0.0,0.0,60.75,60.75,0.74,clear,15a05a171949e0f432775bd628d0d70a833e9de8fdf048829f1d6b0817a656c969e4dcc17103ce55e5f599ef9026dbd5dae58522eecdc0c6740a5f14bcbbae89,2013-09-03T08:00:00,09/03/2013 08:15:00 PM,840.0,0.0,32.0,13.25,2.65,0.0,0.0,15.9,Credit Card,41.884987192,-87.620992913,2013-09-03,60.75
1312,b1de25cf4f00a97b2f93c355f0eb4b27b79368cc,03:30:00,Partly Cloudy,0.0,0.0,68.59,69.36,1.7,partly cloudy,f451123ff58e8ef1ca5e64de85da57d7cf463c5ee73e6ad1301d57c9ce7a1dc958cd2c34bc424919ca74e3fc9b6ab261bc7923a725a5c3da00f9b3138e5e0c1d,2016-09-23T03:30:00,09/23/2016 03:30:00 PM,600.0,1.3,24.0,8.0,3.0,0.0,0.0,11.0,Credit Card,41.901206994,-87.676355989,2016-09-23,68.59
1313,bdd325e53b29f63724aa41cc214bac0a308d46e2,05:15:00,Partly Cloudy,0.0,0.0,62.81,62.81,0.13,partly cloudy,ed0f27fd2e6c5845a54ad7d75ac79947ed1ebb11313cc4ac2125260ea17aa25057dc144da204805ec5eda89f957f5ca3f0e6aff85420b75e01194e28278efc20,2015-08-05T05:15:00,08/05/2015 05:30:00 PM,1080.0,1.6,8.0,10.05,0.0,0.0,1.0,11.05,Cash,41.89503345,-87.61971067200001,2015-08-05,62.81
1314,b4d3041f1058f7f13240fd8a4f3eb031e14859fc,04:30:00,Mostly Cloudy,0.0,0.0,67.34,67.6,3.24,partly cloudy,800fe476e0b13a4e76832927fc113dd75d55fd75bf42e975118ee6613053a90a159b98d047f8107ee8c3d9a8c065b27e0f46be3209257bb31adef6c7311b67b0,2015-05-08T04:30:00,05/08/2015 04:45:00 AM,1020.0,1.0,8.0,35.25,6.0,0.0,2.0,43.25,Credit Card,41.902788048000005,-87.62614559,2015-05-08,67.34
1315,b05e332febe4c957e020229a1a7ba434b00dcc55,09:45:00,Mostly Cloudy,0.0,0.0,40.66,36.29,6.39,partly cloudy,14685d7c19b1bcf05466194de4a62ee39d4144f97867505373401607acec327e9b715f57d5ae38f00020eb0a6325c0923967d4cdfbefb2ed0930d80a9fcdae42,2015-12-01T09:45:00,12/01/2015 10:00:00 AM,780.0,7.6,32.0,19.85,4.15,0.0,1.0,25.0,Credit Card,41.878865584,-87.625192142,2015-12-01,40.66
1316,b277ffd9be54c6fb6955cd002103fb9c842dda0f,02:00:00,Clear,0.0,0.0,14.63,14.63,1.16,clear,df1047690171041466915ee430950774c52ce26e7bbdec75ec2c401514190bd531a130002c63161d5401ab50cd3427b28c0625badf0e48d1687b05477f4dc00f,2014-11-21T02:00:00,11/21/2014 02:15:00 PM,480.0,1.1,8.0,6.65,0.0,0.0,0.0,6.65,Cash,41.892072635,-87.62887415700001,2014-11-21,14.63
1317,bcb7b94a74bf258de9ef07ca0a9187af4dcf489c,06:00:00,Partly Cloudy,0.0,0.0,55.18,55.18,1.26,partly cloudy,bde64bc878b14519a79265019a0e99a7597fcc432dcb08df21bce5bc52043b69bb6b4a73d9eea0202c7fd9670a5e6372a495e0bd2161ed5f0be7c5e9e1e06e56,2013-09-29T06:00:00,09/29/2013 06:15:00 PM,840.0,4.0,16.0,11.85,2.55,0.0,1.0,15.4,Credit Card,41.953582125,-87.72345239,2013-09-29,55.18
1318,b37d7a08ac65e2bc4aea17313e5c103a3d034de7,05:45:00,Mostly Cloudy,0.0,0.0,48.17,48.17,0.49,partly cloudy,32f1eebe57165cc17acba84eb8bb85d69a063ed0e5e15e108a68bc4548403834ab9c888ed3c3d474d10a0f95d498a5a9a0ef801331a61db60adec230c48e61b0,2016-05-06T05:45:00,05/06/2016 05:45:00 AM,0.0,0.0,76.0,0.27,0.0,0.0,0.0,0.27,Cash,41.97907082,-87.90303966100002,2016-05-06,48.17
1319,c014d9c02b173c607c109f4d84ef8d5d0d23ed3a,11:00:00,Overcast,0.0,0.0,22.38,15.58,5.19,cloudy,6c2706b6e0302b7ac0e10ea44c03a98c0db2151bf5d72389ffe75e01a4603103cf9f131e6c02ca98a60bd1295aecdf864de5010d2f4219807e0332b8bf1fc928,2013-12-26T11:00:00,12/26/2013 11:00:00 PM,0.0,0.0,8.0,3.25,0.0,0.0,0.0,3.25,Cash,41.890922026,-87.618868355,2013-12-26,22.38
1320,c1bc60ae1b280e289cf9396ee0ee93516c9830b3,04:00:00,Overcast,0.0,0.0,24.81,18.52,5.11,cloudy,567c4d46516a4e135fc8bf6677168690e8d884a94992070effb5df68c4f80b9c82dda9d9e5678753945dc1aae829887ba8ddbe28b6da1646d8a835ce22291979,2016-02-04T04:00:00,02/04/2016 04:00:00 PM,0.0,0.0,1.0,3.25,0.0,0.0,0.0,3.25,Cash,42.009622881,-87.67016685700001,2016-02-04,24.81
1321,c485c3a9a1237c25666acf9d57243a323cb3b0c6,03:00:00,Foggy,0.0,0.0,48.07,48.07,1.82,cloudy,4324dfe74f160fb8c591887de768a75a7f87b58c3ff790795ed710b0a9f956375c4ee257e2ab4cc2e779b0fa3fe87d740351fbaf63c8e39a8331b974ed2d1232,2015-05-06T03:00:00,05/06/2015 03:15:00 PM,720.0,3.5,33.0,10.45,0.0,0.0,0.0,10.45,Credit Card,41.859349715,-87.617358006,2015-05-06,48.07
1322,b7f70f1e9c713ac201cd8795be6f2eb87c6aee0b,12:15:00,Mostly Cloudy,0.0,0.0,55.31,55.31,5.46,partly cloudy,3d7411b67bb74fa5dae3bf00929de0e93b6640441e123b1f3a496f00bac45711ca26a5882dbd1e6c75c0e315498d6a679c0faba377d6403f2ac9af265c0da0fd,2015-06-01T12:15:00,06/01/2015 12:30:00 PM,420.0,1.3,32.0,6.45,2.0,0.0,0.0,8.45,Credit Card,41.880994471,-87.632746489,2015-06-01,55.31
1323,b3192f0a5e88d55d22d2690868e5b2086cf6e8a1,09:15:00,Light Rain,0.0168,0.78,38.82,34.03,6.49,rain,5d803a4525ce1747314068fd02794e1a1c112aa3bd68f260f4555f2b57b32c6f203e8bb6e3b9d4ce6fb10769e08cfab03a736b541d070f3191fc24ddfec58bd1,2014-04-14T09:15:00,04/14/2014 09:30:00 PM,420.0,1.4,6.0,6.45,0.0,0.0,0.0,6.45,Cash,41.944226601,-87.655998182,2014-04-14,38.82
1324,b587e8fd3636d6d034e9bc489c488525716c2517,05:30:00,Clear,0.0,0.0,57.21,57.21,1.73,clear,47938f81d855fd445e964d9986b6d1681afbaaa9db45697e864e1e373315085071674b1487bf605d3c1ad8825b5248b86d216385aec4229f047cb97702e53fa8,2014-05-22T05:30:00,05/22/2014 05:45:00 AM,1200.0,13.6,8.0,29.05,0.0,0.0,2.0,31.05,Cash,41.892507781,-87.626214906,2014-05-22,57.21
1325,ba46bdc8d423a4ca36e624a91ed2da86e46d3d07,10:30:00,Clear,0.0,0.0,6.32,-4.41,6.05,clear,3cc07933fdf2b81d7ba8ad2e7eff9b52c2a427e45ead572315b496f23fab3cbd86f605301f9e1dd05f96a35529f9ad6f0bd416d353e56d3a10d65852957b0a4d,2016-12-19T10:30:00,12/19/2016 10:30:00 PM,180.0,0.0,32.0,5.25,1.25,0.0,0.0,6.5,Credit Card,41.880994471,-87.632746489,2016-12-19,6.32
1326,b9b49b9ca58c792192945b3c9c0500d4c06d4ec4,01:00:00,Overcast,0.0,0.0,44.0,42.67,3.21,cloudy,f752844e8b31c74a28770eca091af67c2611e7c1cf6be7545584b2ba77e84c5c86da9e068141bcb4da43e6b344d275c5d7f8222a930f82ae4a77af662a869810,2014-03-19T01:00:00,03/19/2014 01:00:00 AM,120.0,0.6,3.0,4.45,0.0,0.0,0.0,4.45,Cash,41.972667956,-87.663865496,2014-03-19,44.0
1327,b890573b6d0048debe962ff8f6fbd2ca59b62488,07:45:00,Partly Cloudy,0.0,0.0,61.47,61.47,3.26,partly cloudy,50e6045759886233d0e834d9877f52debc185d92adbdaea09c474fdb6bb74418582eb835060c0808bf7e6f030ce38ab8a76e36e7b219e6893eec6bf6768fd3dd,2013-06-05T07:45:00,06/05/2013 08:00:00 PM,480.0,0.0,32.0,6.45,0.0,0.0,0.0,6.45,Cash,41.880994471,-87.632746489,2013-06-05,61.47
1328,bd39b7419e10c5c95db9046823761a67b54e57ee,08:30:00,Partly Cloudy,0.0,0.0,55.88,55.88,7.03,partly cloudy,913d2fa4ec5e0550efdbd08d866ec9df28859edc1dbb9eb10220a3c347c3545ff278a1f16d7248c80f8ce3afb9e4d7dd4f72e3f4368fbd60414b7a030409425a,2017-03-24T08:30:00,03/24/2017 09:00:00 AM,1320.0,0.2,56.0,15.25,0.0,0.0,4.0,19.25,Cash,41.79259236,-87.76961545299999,2017-03-24,55.88
1329,be3bdeba91d75af606da1710897996dddff334d4,09:00:00,Drizzle,0.0038,0.76,57.8,57.8,5.4,rain,8509241e33b2b6bf9aee9047a8d1ff3dfe7ce86db50691860e3fcad6a3654f45c80f90b3a9609758b00d8f9b7468f857a9e20cb7f655c936bbb92ca0b1becd2c,2015-04-13T09:00:00,04/13/2015 09:15:00 AM,360.0,1.0,32.0,5.85,0.0,0.0,0.0,5.85,Cash,41.884987192,-87.620992913,2015-04-13,57.8
1330,c369afb26e7c5068befc1cd72cc5f0b1d3966b86,09:15:00,Clear,0.0,0.0,24.1,16.62,6.24,clear,4f7198464328bfb4446fc1c955a2e50cefa5ac1b97a1c5f4163c6308d1cedf85d45f3615f2d6b1fcf0e477ba646252c7242ae1e71064241bfc24326539a1d34a,2015-03-27T09:15:00,03/27/2015 09:45:00 PM,2040.0,13.5,76.0,29.65,0.0,0.0,2.0,31.65,Cash,41.980264315,-87.913624596,2015-03-27,24.1
1331,b3bf0e96a1bed58a3853dea68af6c2eec9793006,06:15:00,Overcast,0.0,0.0,44.88,44.88,1.63,cloudy,f7f256ad067dd0ea9223b394b4a802ccf1ede42fe18951ad6b2cad246a7f3758f7c2852bf703b0da8abbad92a2ddb2294c767530fa854ba18c71f008219afa62,2016-03-10T06:15:00,03/10/2016 06:45:00 PM,1200.0,0.1,8.0,11.25,0.0,0.0,0.0,11.25,Cash,41.890922026,-87.618868355,2016-03-10,44.88
